Year,Month,Season,url,product_id,BrandName,Category,Individual_Category,Category_by_Gender,Description,DiscountPrice (in Rupees),OriginalPrice (in Rupees),DiscountOffer (in %),PrimaryColor,Historical Sales Data (in units),Market Condition,Size,Age Range,Customer Reviews,Geographic Location,Material,Pattern,Social Media Mentions,Search Trends,Return Rate (in units),Events and Festivals,Event and Festival Name,Customer Ratings (1 to 5 Scale),CategoryType
2022,11,Summer,https://www.myntra.com/98nx20403u,TYBWYAY1B1NP,Reebok,Clothing,T-Shirts,Unisex,Eco-friendly material,4330.91,5256.66,17.61,Yellow,684,Growing,XS,18-24,206,Hyderabad,Wool,Floral,416,7819,0.1,Christmas,Christmas,3,Urban Fashion
2022,8,Winter,https://www.myntra.com/q94qbvcdk4,ATOMUUNN1DK5,Levis,Clothing,Shirts,Women,Trendy and stylish,3745.49,5749.31,34.85,Pink,92,Stable,XL,25-34,685,Delhi,Wool,Solid,397,723,0.22,Holi,Holi,4,Urban Fashion
2022,6,Summer,https://www.myntra.com/b9iuz1b82v,5Q37767JC515,Under Armour,Accessories,Watches,Men,Limited edition,1191.33,1864.63,36.11,Orange,361,Growing,XS,25-34,382,Hyderabad,Leather,Striped,369,1471,0.07,New Year,New Year,1,Urban Fashion
2022,5,Summer,https://www.myntra.com/lj0gt16ipd,B605S4TGRRA5,Nike,Footwear,Boots,Unisex,Comfortable and durable,3132.1,4913.51,36.26,Orange,614,Stable,XL,18-24,657,Ahmedabad,Wool,Checked,33,6930,0.01,Christmas,Christmas,4,Sports and Active Wear
2022,4,Winter,https://www.myntra.com/i8ccd9u1ec,VYMWWM23C1UD,Reebok,Clothing,Jackets,Men,Limited edition,587.38,971.68,39.55,Red,127,Stable,S,18-24,375,Chennai,Polyester,Polka Dot,252,1278,0.17,Eid,Eid,5,Maternity
2022,12,Summer,https://www.myntra.com/1km4jne0q9,ZP2IB1BHECGP,Puma,Footwear,Sneakers,Men,Comfortable and durable,2625.49,5065.98,48.17,Yellow,102,Declining,M,25-34,280,Jaipur,Silk,Printed,100,5503,0.17,Christmas,Christmas,4,Sports and Active Wear
2022,4,Winter,https://www.myntra.com/ddiy2087kx,R6IVKWZDHTXV,Prada,Accessories,Jewelry,Men,Comfortable and durable,763.96,1483.44,48.5,Purple,789,Growing,XS,25-34,388,Ahmedabad,Polyester,Printed,480,6787,0.04,Diwali,Diwali,3,Workout Gear
2022,6,Fall,https://www.myntra.com/13rpd00ykg,WI659KU1N0OV,Puma,Clothing,Dresses,Men,Comfortable and durable,4003.27,5302.03,24.5,Orange,277,Stable,L,25-34,136,Pune,Polyester,Striped,158,6015,0.06,Diwali,Diwali,4,Streetwear
2022,8,Summer,https://www.myntra.com/w5mt0g2bhd,BSFWMEIMP2YP,Puma,Clothing,Jackets,Women,Trendy and stylish,1116.87,1793.42,37.72,Black,857,Declining,XXL,35-44,770,Ahmedabad,Polyester,Floral,301,4189,0.28,Christmas,Christmas,2,Beachwear
2022,10,Winter,https://www.myntra.com/kj4l09z1hl,3K1H5YAG45VK,Puma,Footwear,Formal Shoes,Unisex,Comfortable and durable,903.35,1016.72,11.15,Purple,249,Stable,XXL,35-44,788,Delhi,Silk,Striped,499,525,0.16,Diwali,Diwali,5,Casual Wear
2022,12,Spring,https://www.myntra.com/s8r9zyfq3o,TKM09Q4D2AA9,Adidas,Clothing,Dresses,Women,Eco-friendly material,2188.77,3460.77,36.75,Brown,462,Declining,M,35-44,827,Chandigarh,Silk,Floral,136,5671,0.02,Eid,Eid,3,Indian and Fusion Wear
2022,11,Fall,https://www.myntra.com/m7t9wgdd28,JENZE0B3O8AZ,H&M,Footwear,Formal Shoes,Women,Limited edition,3751.33,6399.24,41.38,Yellow,137,Stable,L,18-24,664,Chennai,Silk,Floral,305,4915,0.08,New Year,New Year,3,Maternity
2022,3,Winter,https://www.myntra.com/as83r25pxr,HQI9WQTAOJHW,Zara,Clothing,Dresses,Men,Comfortable and durable,2430.27,4708.19,48.38,Yellow,570,Growing,S,25-34,533,Bangalore,Polyester,Checked,220,8686,0.2,Holi,Holi,5,Formal Wear
2022,9,Winter,https://www.myntra.com/pv9abgevpr,O3KKLEBS1IEY,Levis,Accessories,Belts,Unisex,Eco-friendly material,1678.09,2568.72,34.67,White,938,Declining,XL,35-44,870,Hyderabad,Wool,Printed,385,1031,0.15,Navratri,Navratri,4,Business Formals
2022,8,Summer,https://www.myntra.com/567bckjpv4,XPUQ6TVFOJ44,H&M,Clothing,Jeans,Men,Trendy and stylish,2965.52,5368.82,44.76,Brown,503,Growing,L,25-34,623,Pune,Wool,Floral,479,125,0.06,New Year,New Year,3,Business Formals
2022,7,Fall,https://www.myntra.com/u9dffuuioy,KPQU541U78UO,Prada,Accessories,Handbags,Women,Limited edition,4963.47,6048.39,17.94,Purple,740,Stable,L,25-34,625,Bangalore,Leather,Printed,197,1204,0.04,New Year,New Year,2,Casual Wear
2022,9,Winter,https://www.myntra.com/md092qb62v,JHDI5BYYKFY3,Zara,Accessories,Watches,Unisex,Eco-friendly material,1074.52,1848.8,41.88,Pink,254,Stable,XS,25-34,246,Jaipur,Denim,Striped,181,6169,0.14,Eid,Eid,3,Athleisure
2022,7,Winter,https://www.myntra.com/l2ces594zz,GQXGDCLALR7K,H&M,Footwear,Sandals,Men,High quality product,3208.96,5582.36,42.52,Green,612,Declining,S,25-34,229,Chennai,Cotton,Printed,38,369,0.3,Holi,Holi,5,Ethnic Casuals
2022,1,Fall,https://www.myntra.com/csgz3qmfrl,KOEBOO38U4Z0,Reebok,Accessories,Watches,Unisex,Eco-friendly material,1113.9,1943.84,42.7,Black,588,Stable,L,35-44,153,Kolkata,Cotton,Solid,479,7155,0.12,Eid,Eid,1,Indian and Fusion Wear
2022,1,Winter,https://www.myntra.com/m6e7izx5tc,ZRKUTGJCEICE,Under Armour,Accessories,Hats,Unisex,Comfortable and durable,3506.22,5590.47,37.28,Orange,877,Stable,XS,35-44,455,Pune,Silk,Printed,107,3505,0.22,New Year,New Year,1,Indian and Fusion Wear
2022,3,Summer,https://www.myntra.com/ld47w9i81v,ZJJZKFS3BTLJ,Puma,Clothing,Dresses,Women,Comfortable and durable,725.85,1375.22,47.22,Orange,802,Growing,M,18-24,320,Bangalore,Wool,Floral,475,4218,0,Holi,Holi,1,Streetwear
2022,2,Winter,https://www.myntra.com/ffx4oyy50n,ZYGCRN0N0IYG,Under Armour,Footwear,Formal Shoes,Women,High quality product,865.9,1261.92,31.38,Pink,969,Declining,L,25-34,950,Bangalore,Wool,Printed,192,9689,0.28,Eid,Eid,1,Ethnic Casuals
2022,10,Summer,https://www.myntra.com/g9dnrixgro,NSG4F1A5ITO0,H&M,Footwear,Sneakers,Men,Trendy and stylish,1608.29,2031.8,20.84,Purple,588,Growing,M,18-24,970,Kolkata,Cotton,Polka Dot,250,5771,0.03,Diwali,Diwali,3,Gothic Fashion
2022,1,Fall,https://www.myntra.com/2zlo1hleu0,66PCTCPQS18O,H&M,Accessories,Hats,Men,Limited edition,761.85,1360.25,43.99,Green,828,Stable,L,35-44,307,Mumbai,Cotton,Checked,256,8480,0.22,Christmas,Christmas,4,Retro Style
2022,5,Spring,https://www.myntra.com/ydf29ih7l5,DQQKM4LXTA1F,Prada,Footwear,Sandals,Women,Eco-friendly material,2827.24,5222.09,45.86,Green,865,Stable,XL,35-44,771,Jaipur,Silk,Printed,54,3745,0.24,Eid,Eid,2,Western Wear
2022,9,Summer,https://www.myntra.com/ers1taj0c1,CU3QOIV33TDK,Zara,Footwear,Boots,Unisex,Comfortable and durable,762.58,1212.89,37.13,Brown,93,Declining,XXL,18-24,167,Hyderabad,Denim,Checked,30,7192,0.14,Diwali,Diwali,3,Formal Wear
2022,2,Summer,https://www.myntra.com/bk3tdx2mwf,0UQ4U3UWPS0T,Zara,Accessories,Jewelry,Women,High quality product,4871.53,9500.7,48.72,Pink,440,Growing,S,25-34,673,Bangalore,Denim,Printed,406,7265,0.08,Diwali,Diwali,2,Formal Wear
2022,7,Fall,https://www.myntra.com/do8hdibsom,85KC2TYA9XKE,Puma,Accessories,Jewelry,Women,Comfortable and durable,1108.73,1794.49,38.21,Brown,426,Growing,XXL,35-44,403,Delhi,Denim,Striped,470,1346,0.17,New Year,New Year,2,Maternity
2022,11,Fall,https://www.myntra.com/xxhd5np6io,NZIQPPLAPAC2,Reebok,Clothing,Shirts,Unisex,Limited edition,3940.04,5270.35,25.24,Black,189,Growing,XL,25-34,167,Bangalore,Leather,Printed,166,5333,0.15,Navratri,Navratri,3,Traditional Wear
2022,12,Spring,https://www.myntra.com/qf89xe66y9,A40NTYFZB1T4,Gucci,Accessories,Hats,Women,Eco-friendly material,3049.4,4556.59,33.08,Yellow,341,Stable,XXL,35-44,241,Kolkata,Silk,Polka Dot,379,2319,0.12,Christmas,Christmas,5,Beachwear
2022,12,Spring,https://www.myntra.com/p3svgi4avl,O5JT4MC7B6HG,H&M,Accessories,Jewelry,Unisex,Limited edition,3892.13,5996.49,35.09,Brown,237,Growing,XL,35-44,60,Pune,Wool,Printed,413,7284,0.26,Navratri,Navratri,4,Beachwear
2022,11,Winter,https://www.myntra.com/hfu5kkzrq7,JMX2RCSCK8OT,Gucci,Clothing,Dresses,Unisex,Eco-friendly material,4063.26,5485.67,25.93,Orange,580,Growing,XXL,25-34,449,Chandigarh,Polyester,Polka Dot,314,3577,0.24,Christmas,Christmas,2,Sports and Active Wear
2022,1,Summer,https://www.myntra.com/dufebx8k7p,EBNBES931LIF,Levis,Footwear,Formal Shoes,Unisex,Eco-friendly material,3842.8,4839.71,20.6,Black,981,Stable,XXL,35-44,850,Ahmedabad,Cotton,Solid,491,2343,0.07,Diwali,Diwali,2,Indian and Fusion Wear
2022,9,Fall,https://www.myntra.com/ozi83n73q1,89PWOPLZ849R,Gucci,Footwear,Boots,Unisex,High quality product,3201.35,4484.49,28.61,Black,863,Stable,L,18-24,495,Delhi,Silk,Striped,100,5840,0.26,Eid,Eid,1,Minimalist Fashion
2022,10,Spring,https://www.myntra.com/y323wapztc,HR7UO4DP568X,Gucci,Accessories,Jewelry,Men,Eco-friendly material,3867.95,6384.59,39.42,Orange,979,Growing,M,18-24,907,Delhi,Wool,Checked,434,465,0.14,Navratri,Navratri,5,Western Wear
2022,12,Fall,https://www.myntra.com/06drcxhgi1,75XZLLOCNQ1J,H&M,Footwear,Boots,Men,Comfortable and durable,1884.2,2430.09,22.46,Yellow,684,Growing,S,18-24,682,Kolkata,Silk,Polka Dot,138,204,0.25,Diwali,Diwali,4,Gothic Fashion
2022,4,Summer,https://www.myntra.com/mq3j5ma15q,WB7KPZOKBVZW,Under Armour,Accessories,Jewelry,Women,Eco-friendly material,2206.54,3313.04,33.4,Purple,866,Stable,XL,35-44,261,Chandigarh,Cotton,Checked,214,145,0.07,Diwali,Diwali,3,Bohemian Style
2022,11,Fall,https://www.myntra.com/46jdnylav0,NY5CJY1V5LVX,Nike,Accessories,Belts,Men,Trendy and stylish,1884.57,2690.53,29.96,Red,810,Declining,L,35-44,451,Ahmedabad,Denim,Solid,30,3424,0.21,New Year,New Year,4,Ethnic Casuals
2022,2,Winter,https://www.myntra.com/82r8uvsmbc,SIAKKIBRSFZR,Gucci,Clothing,Dresses,Unisex,Trendy and stylish,3548.48,6849.4,48.19,Blue,704,Growing,L,25-34,290,Kolkata,Silk,Striped,448,3465,0.19,Christmas,Christmas,5,Athleisure
2022,7,Winter,https://www.myntra.com/zq6p85jn3k,VG6M1MKX8DHX,Puma,Clothing,Jackets,Women,Trendy and stylish,2726.89,3864.52,29.44,White,118,Declining,M,25-34,936,Hyderabad,Silk,Floral,460,4853,0.25,Diwali,Diwali,5,Business Formals
2022,11,Winter,https://www.myntra.com/f6leuam7hf,BT1IDYJD3RM8,Under Armour,Footwear,Boots,Unisex,Limited edition,3189.91,4270.83,25.31,Black,299,Stable,XXL,18-24,750,Ahmedabad,Silk,Printed,481,9050,0.28,Diwali,Diwali,3,Minimalist Fashion
2022,12,Summer,https://www.myntra.com/2tzag1ce79,8WX93258ZU2E,Prada,Accessories,Hats,Unisex,High quality product,3054.91,4158.33,26.54,White,705,Declining,XS,18-24,627,Bangalore,Denim,Printed,247,8797,0.29,Holi,Holi,2,Ethnic Casuals
2022,8,Spring,https://www.myntra.com/c17hpvjbcl,7GXTK7O9GQFP,Adidas,Clothing,Shirts,Men,Eco-friendly material,985.64,1448.34,31.95,Orange,828,Declining,XL,18-24,870,Delhi,Silk,Striped,377,9443,0.21,Holi,Holi,5,Ethnic Casuals
2022,3,Spring,https://www.myntra.com/zdw28kfibd,LWKEH6SPZ0RQ,H&M,Footwear,Sandals,Men,Limited edition,2432.92,2779.13,12.46,Purple,891,Stable,S,18-24,717,Mumbai,Polyester,Checked,101,212,0.29,Holi,Holi,4,Vintage Clothing
2022,5,Winter,https://www.myntra.com/s2wjjngvk7,7AC2G60M43VV,Under Armour,Clothing,T-Shirts,Women,Comfortable and durable,4318.76,7825.76,44.81,Red,192,Growing,XL,35-44,135,Mumbai,Wool,Solid,50,8675,0.21,Christmas,Christmas,2,Ethnic Casuals
2022,8,Spring,https://www.myntra.com/bfgry55zbg,2TIWO7Q9XRXO,Prada,Footwear,Sandals,Women,Trendy and stylish,4143.8,6765.42,38.75,Pink,895,Declining,XXL,35-44,217,Delhi,Wool,Floral,371,7114,0.22,Eid,Eid,1,Sports and Active Wear
2022,3,Spring,https://www.myntra.com/6ksmsw7f30,D07WYD4I0A1F,Nike,Footwear,Sneakers,Women,Limited edition,4382.8,7064.09,37.96,Red,595,Growing,XXL,25-34,679,Pune,Leather,Printed,299,4645,0.23,Eid,Eid,5,Streetwear
2022,5,Summer,https://www.myntra.com/ul2axfkrzz,1R0OU2QJF4G7,Gucci,Footwear,Formal Shoes,Women,Eco-friendly material,4879.29,8429.21,42.11,Purple,863,Declining,L,25-34,283,Hyderabad,Leather,Floral,278,7609,0.15,Diwali,Diwali,5,Casual Wear
2022,5,Winter,https://www.myntra.com/we1gi12f3z,6CB5B5DLC989,Prada,Accessories,Belts,Unisex,Comfortable and durable,963.55,1914.19,49.66,Pink,885,Declining,M,25-34,60,Chennai,Polyester,Solid,107,7285,0.06,Christmas,Christmas,2,Urban Fashion
2022,1,Fall,https://www.myntra.com/0qctmcul1n,9PXRG66V0IGL,Reebok,Footwear,Boots,Unisex,Eco-friendly material,1684.39,3318.59,49.24,Yellow,794,Growing,S,25-34,405,Bangalore,Denim,Polka Dot,345,4235,0.18,Eid,Eid,3,Maternity
2022,11,Summer,https://www.myntra.com/xt5f3e7pjn,CISNI7YV5V8S,Under Armour,Footwear,Flip Flops,Unisex,Comfortable and durable,2620.49,3331.95,21.35,Red,486,Stable,XL,35-44,427,Ahmedabad,Wool,Solid,146,3584,0.11,Diwali,Diwali,4,Casual Wear
2022,5,Summer,https://www.myntra.com/p90ixgz2fy,Z7AZ1U4IEMZ5,Puma,Accessories,Jewelry,Unisex,Trendy and stylish,1197.66,1400.87,14.51,Orange,910,Growing,XXL,25-34,233,Delhi,Denim,Floral,280,7433,0.02,New Year,New Year,2,Business Formals
2022,11,Fall,https://www.myntra.com/lfbwme2jde,AU0TURILF38N,Adidas,Footwear,Formal Shoes,Men,Eco-friendly material,975.6,1372.05,28.89,Yellow,731,Stable,XL,35-44,752,Ahmedabad,Leather,Striped,430,6926,0.11,Navratri,Navratri,3,Formal Wear
2022,10,Spring,https://www.myntra.com/5979cj3n6g,0BIRPOYULB8V,Levis,Clothing,Shirts,Women,Trendy and stylish,3679.11,4915.61,25.15,Blue,568,Declining,S,35-44,498,Ahmedabad,Silk,Solid,234,6971,0.02,New Year,New Year,3,Gothic Fashion
2022,7,Fall,https://www.myntra.com/y70dnqi0u9,KNU5G4DHWNTV,Reebok,Footwear,Flip Flops,Unisex,Comfortable and durable,3428.53,4419.02,22.41,Red,434,Growing,XXL,35-44,153,Pune,Wool,Polka Dot,415,7309,0.01,Eid,Eid,5,Streetwear
2022,8,Spring,https://www.myntra.com/fvzbae3usn,OJTK3Y0XPE37,Nike,Footwear,Boots,Unisex,Trendy and stylish,3342.34,3992.26,16.28,Green,987,Stable,XS,35-44,722,Delhi,Cotton,Polka Dot,379,7852,0.06,New Year,New Year,2,Urban Fashion
2022,2,Fall,https://www.myntra.com/9vs4wy1ayx,6P1N69YWAOJO,Puma,Footwear,Sneakers,Women,Limited edition,4306.84,7917.91,45.61,White,359,Stable,XS,18-24,595,Kolkata,Leather,Checked,78,2738,0.2,New Year,New Year,3,Bohemian Style
2022,1,Spring,https://www.myntra.com/oaxgmrvn63,6USW9PV30728,Prada,Accessories,Belts,Unisex,Eco-friendly material,3177.06,5604.37,43.31,Purple,286,Declining,XL,18-24,362,Chandigarh,Polyester,Striped,451,8376,0.07,Holi,Holi,5,Indian and Fusion Wear
2022,9,Fall,https://www.myntra.com/fpq3xo0his,LUJCE97599O8,Adidas,Accessories,Jewelry,Men,Comfortable and durable,4924.1,7561.04,34.88,Orange,728,Growing,XS,35-44,391,Ahmedabad,Cotton,Printed,436,517,0.05,Holi,Holi,3,Vintage Clothing
2022,4,Spring,https://www.myntra.com/4yhs31u2zl,1PWRKI4UW4US,Prada,Footwear,Boots,Men,High quality product,1853.61,2239.59,17.23,Orange,719,Stable,S,18-24,544,Pune,Wool,Checked,431,7261,0.28,Diwali,Diwali,2,Athleisure
2022,4,Fall,https://www.myntra.com/6x8d4xchf3,PIYLIQ41YMM2,Zara,Clothing,Jeans,Unisex,Eco-friendly material,3318.53,6414.67,48.27,Black,892,Declining,M,18-24,782,Mumbai,Silk,Striped,140,3803,0.21,New Year,New Year,4,Vintage Clothing
2022,12,Winter,https://www.myntra.com/x4c72d1ofl,F44OT50T7V8L,Gucci,Accessories,Belts,Men,Trendy and stylish,913.97,1458.33,37.33,Black,306,Declining,XXL,25-34,871,Hyderabad,Cotton,Solid,434,2545,0.25,New Year,New Year,5,Athleisure
2022,5,Winter,https://www.myntra.com/ruotrz3umq,VBSNPRMYMCO9,Levis,Accessories,Hats,Men,Trendy and stylish,1762.42,3241.19,45.62,Green,949,Stable,S,35-44,39,Ahmedabad,Cotton,Printed,54,7473,0.08,Eid,Eid,1,Sports and Active Wear
2022,10,Spring,https://www.myntra.com/x9a4xjqpm2,A22Y8LNV3E5V,Under Armour,Footwear,Boots,Women,Comfortable and durable,710.61,1312.81,45.87,Red,232,Stable,M,35-44,177,Jaipur,Denim,Striped,147,3964,0.03,Christmas,Christmas,2,Indian and Fusion Wear
2022,11,Summer,https://www.myntra.com/uif06nlhkz,1P9TR6OL0ETV,Adidas,Footwear,Boots,Women,Limited edition,3840.66,7518.88,48.92,Red,308,Declining,XS,18-24,300,Mumbai,Leather,Checked,464,5553,0.19,Holi,Holi,3,Minimalist Fashion
2022,7,Spring,https://www.myntra.com/atbk9aofy5,9XZGSC8LYI6Z,Reebok,Accessories,Hats,Unisex,High quality product,717.9,976.39,26.47,Yellow,151,Stable,XXL,25-34,383,Hyderabad,Denim,Solid,120,988,0.23,Holi,Holi,3,Minimalist Fashion
2022,12,Summer,https://www.myntra.com/i1rlmxkwdo,GJS08PJ9G0UH,Gucci,Accessories,Jewelry,Women,Eco-friendly material,2499.95,4148.92,39.74,Blue,124,Stable,XS,25-34,827,Mumbai,Polyester,Floral,51,4853,0,Christmas,Christmas,5,Ethnic Casuals
2022,8,Fall,https://www.myntra.com/md07qxnkr3,SK5H1TB30U4P,Prada,Accessories,Handbags,Women,Comfortable and durable,3292.65,5910.24,44.29,White,708,Stable,XS,18-24,877,Chennai,Silk,Checked,459,7856,0.3,Diwali,Diwali,1,Minimalist Fashion
2022,10,Spring,https://www.myntra.com/952ewguu74,FOI3Q8F66Z3Z,Adidas,Footwear,Sandals,Women,Limited edition,2712.75,5194.22,47.77,Yellow,950,Declining,L,35-44,89,Delhi,Cotton,Checked,226,7067,0.28,New Year,New Year,4,Retro Style
2022,3,Summer,https://www.myntra.com/5kz29gvp3n,B8GQ0KB9AZQO,Nike,Clothing,T-Shirts,Men,Comfortable and durable,4187,6807.18,38.49,Pink,213,Stable,XS,18-24,977,Kolkata,Denim,Floral,147,1585,0.04,New Year,New Year,3,Beachwear
2022,6,Spring,https://www.myntra.com/f87sqi5d6w,LV8YUU6EDJ9Y,Nike,Accessories,Belts,Women,High quality product,1772.6,2459.57,27.93,Red,544,Declining,XL,18-24,369,Jaipur,Polyester,Polka Dot,76,8583,0.06,New Year,New Year,5,Western Wear
2022,9,Summer,https://www.myntra.com/rah4le2n0n,EMYPW7FUK8ZP,Zara,Accessories,Hats,Women,Trendy and stylish,2689.07,3001.87,10.42,Orange,72,Growing,XS,35-44,577,Pune,Polyester,Checked,275,4572,0.05,Navratri,Navratri,1,Athleisure
2022,3,Winter,https://www.myntra.com/ine2s0fqld,PB9EEP90QKT9,H&M,Footwear,Formal Shoes,Women,High quality product,757.5,845.45,10.4,Yellow,135,Declining,M,35-44,544,Chennai,Silk,Polka Dot,93,3749,0.1,Christmas,Christmas,1,Minimalist Fashion
2022,2,Fall,https://www.myntra.com/vru2r5g730,HJ1KCJG2OEQI,Adidas,Clothing,Jeans,Women,Comfortable and durable,4678.54,8137.16,42.5,Brown,895,Stable,XS,25-34,543,Delhi,Wool,Checked,354,8581,0.24,Diwali,Diwali,3,Minimalist Fashion
2022,9,Summer,https://www.myntra.com/iv9za9e9te,3OXJQMPVELQL,Reebok,Footwear,Sneakers,Women,High quality product,1843.77,2502.31,26.32,Yellow,898,Declining,XS,25-34,113,Chennai,Leather,Floral,301,235,0.15,Holi,Holi,5,Ethnic Casuals
2022,6,Summer,https://www.myntra.com/d31bp4efbh,N3H3LTHUL99K,Puma,Footwear,Formal Shoes,Unisex,Limited edition,2455.56,2847.96,13.78,Blue,56,Growing,XS,35-44,754,Jaipur,Polyester,Polka Dot,297,1598,0.07,Navratri,Navratri,1,Bohemian Style
2022,3,Spring,https://www.myntra.com/j057qzftu3,E453JAAWMTDM,H&M,Accessories,Handbags,Women,Trendy and stylish,4047.97,5288.33,23.45,Pink,177,Declining,XL,35-44,495,Chennai,Cotton,Checked,414,2240,0.28,Diwali,Diwali,2,Formal Wear
2022,11,Summer,https://www.myntra.com/nkmnokjcn9,SDWBKDQ8ZJVL,Nike,Clothing,Dresses,Unisex,Eco-friendly material,3610,6626.36,45.52,Green,215,Stable,S,25-34,36,Ahmedabad,Denim,Solid,327,6142,0.26,Christmas,Christmas,3,Gothic Fashion
2022,9,Fall,https://www.myntra.com/i8cic3mnqx,PAFQXKTUQV7H,Prada,Clothing,T-Shirts,Women,High quality product,4227.31,6801.2,37.84,Black,212,Stable,S,35-44,533,Chennai,Leather,Polka Dot,312,6243,0.15,New Year,New Year,1,Business Formals
2022,4,Spring,https://www.myntra.com/hndq8hhxpz,NBSS3GDYK2PM,Adidas,Footwear,Sandals,Men,Trendy and stylish,2576.78,4837.18,46.73,Pink,529,Declining,M,25-34,293,Jaipur,Denim,Polka Dot,341,5674,0.2,New Year,New Year,5,Indian and Fusion Wear
2022,3,Winter,https://www.myntra.com/dgaqpwujxc,YUO1NTZV3W0W,H&M,Clothing,T-Shirts,Men,High quality product,2155.8,3459.06,37.68,Yellow,838,Stable,XS,18-24,97,Delhi,Leather,Solid,369,8796,0.14,Navratri,Navratri,3,Urban Fashion
2022,7,Summer,https://www.myntra.com/09yaov0tg2,YB29YZ47P6WA,Zara,Clothing,Dresses,Men,Trendy and stylish,3672.88,6115.06,39.94,Blue,903,Stable,L,18-24,377,Chennai,Leather,Printed,418,1942,0.24,Christmas,Christmas,1,Western Wear
2022,5,Spring,https://www.myntra.com/ayxyi4ovu9,ONAN3M8LY71U,Reebok,Clothing,Jeans,Unisex,Comfortable and durable,2416.5,3258.57,25.84,Orange,859,Stable,S,18-24,886,Hyderabad,Silk,Floral,396,9134,0.29,Diwali,Diwali,4,Formal Wear
2022,12,Summer,https://www.myntra.com/4uu2bezl4z,RRZMSKQIX7YO,Reebok,Footwear,Boots,Women,High quality product,2048.73,3355.3,38.94,Red,940,Growing,S,25-34,407,Hyderabad,Polyester,Checked,298,9900,0.19,New Year,New Year,1,Party Wear
2022,12,Summer,https://www.myntra.com/uxyeily4rd,78RUG1FSIEOJ,Under Armour,Footwear,Sneakers,Women,Trendy and stylish,2228.82,3939.62,43.43,Green,217,Stable,S,35-44,969,Delhi,Silk,Printed,63,1121,0.24,Eid,Eid,2,Formal Wear
2022,10,Fall,https://www.myntra.com/qs19xt4xj8,QY63K3BFD083,Puma,Accessories,Watches,Men,Trendy and stylish,4845.07,6758.37,28.31,Pink,342,Stable,XL,25-34,455,Mumbai,Wool,Striped,252,566,0.24,Christmas,Christmas,1,Vintage Clothing
2022,10,Fall,https://www.myntra.com/f9di2h09vb,KSBVKLRL0W1V,H&M,Clothing,Dresses,Women,Limited edition,2130.22,4252.65,49.91,Yellow,298,Stable,XXL,35-44,832,Delhi,Leather,Solid,362,3009,0.14,Diwali,Diwali,5,Traditional Wear
2022,11,Fall,https://www.myntra.com/gcvdncdl9s,LTPX1O28BIGT,Prada,Footwear,Boots,Unisex,Comfortable and durable,1379.37,2378.09,42,Pink,550,Stable,XXL,18-24,922,Pune,Wool,Solid,44,6457,0.24,New Year,New Year,5,Western Wear
2022,5,Spring,https://www.myntra.com/gb3ofn4ckc,MMYQKSES1BAM,Puma,Footwear,Formal Shoes,Men,Limited edition,1906.26,2996.61,36.39,Black,703,Growing,XS,35-44,915,Kolkata,Polyester,Striped,277,693,0.15,Holi,Holi,3,Indian and Fusion Wear
2022,11,Fall,https://www.myntra.com/kyxwzwel70,GSLU0HRZMLVN,Prada,Footwear,Boots,Unisex,Limited edition,3488.54,5042.63,30.82,Green,826,Declining,XL,18-24,615,Chennai,Cotton,Polka Dot,370,6058,0.24,Navratri,Navratri,3,Streetwear
2022,3,Spring,https://www.myntra.com/z5hqbyns87,JRCMOAP9LOC9,Puma,Accessories,Hats,Men,Comfortable and durable,3869.97,6210.3,37.68,Red,598,Declining,XL,18-24,298,Kolkata,Silk,Polka Dot,264,7044,0.27,Eid,Eid,5,Athleisure
2022,3,Winter,https://www.myntra.com/8w9ewk6rig,UZCP95FALJ0L,Prada,Clothing,Jeans,Men,Comfortable and durable,4364.34,5718.85,23.69,White,837,Declining,XS,35-44,369,Jaipur,Cotton,Checked,235,4739,0.02,Christmas,Christmas,4,Streetwear
2022,2,Summer,https://www.myntra.com/ol22nmxstz,F95SYDD7U00V,Adidas,Accessories,Watches,Unisex,Trendy and stylish,4986.28,9662.7,48.4,Brown,550,Stable,L,35-44,216,Ahmedabad,Silk,Polka Dot,428,5034,0.1,Holi,Holi,4,Urban Fashion
2022,1,Fall,https://www.myntra.com/6s27zg6elw,EISJM8NRBDOU,Prada,Accessories,Hats,Unisex,Eco-friendly material,1838.83,2994.98,38.6,Red,792,Declining,XS,35-44,196,Hyderabad,Wool,Striped,277,2585,0.1,Navratri,Navratri,4,Sports and Active Wear
2022,1,Summer,https://www.myntra.com/im881bbpf6,7RQD2MY6CS0C,Gucci,Clothing,Dresses,Men,Trendy and stylish,1431.73,2310.4,38.03,Green,79,Declining,S,18-24,586,Chandigarh,Leather,Checked,413,4604,0.15,Eid,Eid,5,Minimalist Fashion
2022,9,Winter,https://www.myntra.com/o1m7bc1z5y,6AII97SCI5HY,Zara,Clothing,T-Shirts,Men,Comfortable and durable,2532.85,3467.01,26.94,White,800,Declining,XXL,35-44,589,Delhi,Leather,Polka Dot,404,8036,0.04,New Year,New Year,3,Casual Wear
2022,9,Spring,https://www.myntra.com/owhrf9cibk,5816TR1CKD3H,Zara,Footwear,Flip Flops,Unisex,High quality product,1583.51,2326.95,31.95,Purple,784,Growing,M,18-24,411,Hyderabad,Silk,Floral,422,3919,0.05,New Year,New Year,3,Gothic Fashion
